desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
IC427,,NEBULA,Ori,5.605,-6.6164,0.0,,V,
IC428,,NEBULA,Ori,5.60667,-6.4517,0.0,,V,
IC429,,NEBULA,Ori,5.63833,-7.0406,0.0,,V,
IC2159,,NEBULA,Ori,6.16583,20.4314,0.0,,V,
NGC2317,,NEBULA,Mon,6.995,-7.7742,0.0,,V,
NGC2361,,NEBULA,CMa,7.30667,-13.2092,0.0,,V,
NGC2404,,HII,Cam,7.61833,65.6106,0.0,,V,
NGC2847,,HII,Hya,9.33556,-16.5181,0.0,,V,
NGC3180,,HII,UMa,10.30278,41.445,0.0,,V,
NGC3519,,OPENCLUSTER,Car,11.0675,-61.3681,0.0,7.7,V,
IC2631,,NEBULA,Cha,11.16444,-76.6142,0.0,,V,
NGC3581,,HII,Car,11.20056,-61.3017,0.0,,V,
NGC3582,,NEBULA,Car,11.20306,-61.2733,0.0,,V,
NGC3584,,NEBULA,Car,11.20556,-61.2283,0.0,,V,
NGC3586,,NEBULA,Car,11.20806,-61.3519,0.0,,V,
IC3329,,HII,Com,12.43194,27.5639,0.0,,V,
C099,Coalsack Nebula,DARK,Cru,12.52167,-63.7431,0.0,,V,
NGC4559C,,HII,Com,12.59778,27.9319,0.0,,V,
IC3551,,HII,Com,12.59806,27.9642,0.0,,V,
IC3552,,HII,Com,12.59806,27.9939,0.0,,V,
IC3555,,HII,Com,12.59889,27.9889,0.0,,V,
IC3563,,HII,Com,12.60167,27.9272,0.0,,V,
NGC5120,,OPENCLUSTER,Cen,13.4275,-63.4581,0.0,10.8,V,
NGC5447,,HII,UMa,14.04083,54.2767,0.0,,V,
NGC5450,,HII,UMa,14.04167,54.2708,0.0,,V,
NGC5453,,HII,UMa,14.04889,54.3078,0.0,,V,
NGC5458,,HII,UMa,14.05306,54.2981,0.0,,V,
NGC6115,,OPENCLUSTER,Nor,16.40694,-51.9481,0.0,9.8,V,
M14,,GLOBULAR,Oph,17.62667,-3.2456,0.0,5.73,V,
IC1271,,NEBULA,Sgr,18.08667,-24.4106,0.0,,V,
IC4678,,NEBULA,Sgr,18.10917,-23.9542,0.0,10.4,B,
IC1275,,NEBULA,Sgr,18.16833,-23.7608,0.0,,V,
IC1308,,HII,Sgr,19.75139,-14.7203,0.0,,V,
NGC6974,,REMNANT,Cyg,20.85083,31.8281,0.0,,V,
NGC7009,Saturn Nebula,PLANETARY,Aqr,21.06944,-11.3631,0.0,8.0,V,
IC5132,,NEBULA,Cep,21.71083,66.1683,0.0,,V,
IC5133,,NEBULA,Cep,21.71306,66.1811,0.0,,V,
